order_id,order_date,customer_id,order_status,product_id,seller_id,
96,11/29/2024,611,Shipped,122,22,
97,11/17/2024,545,Cancelled,490,62,
98,8/2/2024,834,Shipped,50,5,
99,8/14/2024,990,Shipped,411,35,
100,10/25/2024,40,Pending,8,26,
101,1/23/2025,230,Delivered,1,9,
102,3/14/2024,25,Shipped,453,19,
103,5/13/2024,398,Shipped,78,5,
104,10/24/2024,252,Delivered,303,54,
105,7/1/2024,755,Cancelled,424,80,
106,1/6/2025,550,Pending,253,89,
107,11/18/2024,227,Shipped,354,47,
108,10/6/2024,389,Shipped,357,44,
109,11/13/2024,434,Pending,251,100,
110,2/15/2024,74,Delivered,209,95,
111,10/6/2024,609,Delivered,6,82,
112,12/13/2024,584,Shipped,238,43,
113,8/21/2024,416,Delivered,324,73,
114,3/31/2024,885,Pending,16,90,
115,11/4/2024,28,Pending,220,47,
116,12/7/2024,800,Pending,23,3,
117,2/17/2024,148,Shipped,488,93,
118,11/30/2024,786,Cancelled,61,87,
119,10/31/2024,722,Delivered,166,51,
120,12/17/2024,211,Cancelled,421,65,
121,9/27/2024,832,Cancelled,369,50,
122,12/9/2024,248,Cancelled,279,62,
123,9/18/2024,208,Pending,433,100,
124,5/7/2024,408,Pending,261,64,
125,6/12/2024,563,Cancelled,240,23,
126,10/27/2024,265,Delivered,50,82,
127,9/6/2024,838,Shipped,214,37,
128,10/1/2024,403,Shipped,436,71,
129,5/14/2024,796,Delivered,329,16,
130,12/3/2024,908,Pending,243,73,
131,5/26/2024,668,Pending,255,7,
132,2/12/2024,304,Delivered,247,81,
133,8/28/2024,355,Cancelled,468,60,
134,11/22/2024,130,Cancelled,213,70,
135,4/11/2024,894,Cancelled,445,46,
136,6/9/2024,444,Delivered,407,85,
137,8/15/2024,354,Cancelled,405,20,
138,4/10/2024,256,Shipped,172,98,
139,1/30/2025,777,Delivered,305,32,
140,10/29/2024,172,Shipped,387,85,
141,10/26/2024,400,Delivered,195,75,
142,7/5/2024,597,Pending,192,64,
143,10/31/2024,736,Pending,477,59,
144,6/16/2024,61,Cancelled,163,92,
145,11/12/2024,681,Shipped,492,70,
146,3/4/2024,725,Shipped,249,47,
147,1/8/2025,69,Shipped,433,69,
148,11/22/2024,248,Pending,460,20,
149,7/14/2024,285,Shipped,197,7,
150,5/12/2024,592,Pending,478,37,
151,6/17/2024,881,Delivered,17,15,
152,2/8/2025,874,Cancelled,431,87,
153,4/3/2024,923,Delivered,420,13,
154,3/3/2024,88,Delivered,265,78,
155,7/30/2024,849,Cancelled,352,19,
156,5/11/2024,174,Pending,368,3,
157,3/25/2024,310,Pending,233,41,
158,7/27/2024,436,Delivered,56,32,
159,1/25/2025,933,Delivered,56,90,
160,7/10/2024,171,Cancelled,444,48,
161,8/7/2024,155,Delivered,74,46,
162,6/18/2024,609,Delivered,238,78,
163,5/5/2024,409,Pending,418,90,
164,7/20/2024,569,Shipped,454,89,
165,3/2/2024,778,Cancelled,421,19,
166,8/6/2024,891,Pending,88,86,
167,2/21/2024,158,Shipped,35,41,
168,7/4/2024,134,Cancelled,457,36,
169,6/7/2024,966,Pending,1,92,
170,7/9/2024,11,Shipped,235,44,
171,9/5/2024,192,Delivered,455,80,
172,8/21/2024,777,Cancelled,360,6,
173,9/22/2024,51,Delivered,323,99,
174,11/22/2024,291,Shipped,337,5,
175,1/4/2025,766,Delivered,44,84,
176,1/30/2025,49,Pending,247,90,
177,8/10/2024,464,Cancelled,292,27,
178,3/6/2024,480,Shipped,221,4,
179,7/28/2024,483,Delivered,248,50,
180,11/8/2024,809,Delivered,412,23,
181,12/24/2024,900,Shipped,195,65,
182,12/19/2024,901,Shipped,384,61,
183,5/2/2024,636,Shipped,16,79,
184,12/6/2024,43,Pending,196,68,
185,1/25/2025,663,Cancelled,340,52,
186,12/5/2024,903,Shipped,450,75,
187,4/1/2024,834,Shipped,385,84,
188,3/4/2024,970,Shipped,44,49,
189,9/9/2024,861,Pending,31,45,
190,7/27/2024,365,Delivered,416,59,
191,2/4/2025,780,Pending,148,39,
192,10/23/2024,354,Pending,327,71,
193,10/6/2024,277,Cancelled,424,38,
194,12/15/2024,815,Shipped,171,6,
195,1/19/2025,549,Shipped,183,38,
196,9/25/2024,941,Pending,260,33,
197,2/7/2025,332,Delivered,121,63,
198,2/13/2024,892,Shipped,31,59,
199,10/27/2024,806,Shipped,418,60,
200,6/4/2024,542,Delivered,30,16,
201,1/15/2025,356,Delivered,354,93,
202,8/24/2024,821,Pending,359,80,
203,11/13/2024,815,Pending,237,4,
204,8/4/2024,914,Delivered,314,61,
205,2/3/2025,906,Pending,459,82,
206,5/6/2024,637,Shipped,279,21,
207,7/5/2024,452,Shipped,289,19,
208,10/1/2024,422,Shipped,426,87,
209,5/24/2024,165,Cancelled,405,92,
210,11/6/2024,765,Shipped,189,24,
211,11/3/2024,380,Cancelled,447,38,
212,9/16/2024,985,Cancelled,61,83,
213,1/5/2025,750,Delivered,177,45,
214,11/11/2024,297,Pending,488,42,
215,2/8/2025,655,Shipped,231,38,
216,8/24/2024,108,Pending,13,51,
217,5/31/2024,305,Cancelled,227,35,
218,1/13/2025,86,Delivered,153,3,
219,6/12/2024,324,Pending,357,62,
220,2/8/2025,954,Delivered,169,34,
221,11/13/2024,47,Pending,492,16,
222,1/15/2025,616,Cancelled,52,76,
223,4/16/2024,59,Pending,225,58,
224,1/28/2025,573,Pending,265,62,
225,7/25/2024,714,Delivered,392,39,
226,10/30/2024,107,Pending,12,81,
227,9/15/2024,335,Pending,287,59,
228,4/6/2024,924,Delivered,427,20,
229,4/19/2024,678,Pending,488,53,
230,10/18/2024,211,Delivered,392,91,
231,8/3/2024,846,Pending,469,80,
232,1/28/2025,33,Pending,371,50,
233,10/26/2024,697,Cancelled,345,4,
234,4/14/2024,133,Cancelled,130,86,
235,11/17/2024,920,Shipped,156,65,
236,7/20/2024,530,Pending,247,6,
237,5/28/2024,607,Cancelled,381,16,
238,1/14/2025,629,Pending,453,24,
239,7/19/2024,888,Shipped,429,24,
240,7/14/2024,599,Pending,90,52,
241,8/24/2024,968,Shipped,263,82,
242,4/17/2024,426,Shipped,312,27,
243,6/11/2024,102,Delivered,264,55,
244,5/22/2024,910,Shipped,40,68,
245,12/1/2024,637,Shipped,425,85,
246,11/29/2024,794,Pending,354,39,
247,7/12/2024,694,Delivered,255,67,
248,11/14/2024,583,Shipped,126,39,
249,4/21/2024,473,Cancelled,423,13,
250,2/15/2024,705,Cancelled,455,26,
251,2/13/2024,119,Shipped,455,53,
252,5/16/2024,65,Delivered,246,62,
253,8/15/2024,301,Shipped,383,66,
254,10/8/2024,301,Pending,313,58,
255,6/17/2024,682,Pending,119,34,
256,10/22/2024,441,Shipped,357,44,
257,6/8/2024,837,Pending,456,25,
258,5/29/2024,619,Shipped,89,63,
259,10/17/2024,171,Cancelled,92,4,
260,7/19/2024,310,Shipped,369,59,
261,4/19/2024,16,Pending,176,23,
262,9/7/2024,42,Pending,334,61,
263,8/13/2024,554,Pending,418,12,
264,11/20/2024,563,Shipped,135,27,
265,3/13/2024,709,Shipped,330,65,
266,7/21/2024,9,Cancelled,366,32,
267,5/13/2024,22,Shipped,10,99,
268,1/11/2025,126,Cancelled,54,96,
269,11/13/2024,464,Delivered,320,70,
270,1/25/2025,846,Pending,377,54,
271,10/23/2024,279,Cancelled,414,60,
272,3/17/2024,239,Delivered,228,7,
273,6/16/2024,259,Shipped,458,64,
274,5/24/2024,791,Delivered,484,88,
275,4/20/2024,226,Shipped,430,5,
276,10/4/2024,323,Pending,392,97,
277,6/12/2024,82,Cancelled,89,44,
278,8/14/2024,222,Delivered,406,47,
279,3/22/2024,897,Cancelled,145,28,
280,4/14/2024,356,Shipped,25,20,
281,9/12/2024,169,Cancelled,298,56,
282,2/25/2024,857,Shipped,334,8,
283,7/20/2024,694,Delivered,455,63,
284,6/23/2024,774,Pending,166,69,
285,2/18/2024,479,Cancelled,62,72,
286,12/6/2024,754,Pending,124,49,
287,10/7/2024,636,Shipped,418,56,
288,7/25/2024,481,Cancelled,176,68,
289,11/28/2024,236,Pending,300,72,
290,7/12/2024,715,Cancelled,183,85,
291,9/27/2024,35,Shipped,75,37,
292,3/5/2024,840,Delivered,498,91,
293,5/6/2024,334,Delivered,89,84,
294,3/13/2024,209,Delivered,323,93,
295,1/12/2025,116,Delivered,465,28,
296,12/20/2024,404,Shipped,344,91,
297,11/29/2024,112,Shipped,81,71,
298,8/20/2024,1000,Pending,77,90,
299,6/4/2024,987,Cancelled,189,31,
300,6/18/2024,577,Shipped,235,43,
301,11/25/2024,69,Cancelled,490,41,
302,2/2/2025,331,Delivered,461,34,
303,9/30/2024,59,Cancelled,60,8,
304,12/10/2024,480,Cancelled,454,23,
305,8/1/2024,703,Delivered,408,98,
306,1/24/2025,366,Pending,397,73,
307,9/13/2024,467,Shipped,290,64,
308,10/25/2024,174,Pending,429,59,
309,1/19/2025,627,Shipped,438,85,
310,3/21/2024,175,Delivered,233,58,
311,7/31/2024,768,Shipped,57,22,
312,7/16/2024,521,Shipped,364,42,
313,4/25/2024,854,Pending,481,75,
314,4/3/2024,158,Cancelled,179,95,
315,12/5/2024,206,Shipped,448,85,
316,3/2/2024,374,Cancelled,331,9,
317,7/26/2024,22,Shipped,325,14,
318,11/3/2024,1000,Pending,332,78,
319,11/27/2024,564,Pending,256,14,
320,1/19/2025,373,Shipped,430,8,
321,11/21/2024,979,Pending,274,19,
322,7/13/2024,498,Delivered,16,17,
323,7/13/2024,17,Shipped,437,31,
324,3/6/2024,154,Shipped,467,15,
325,5/15/2024,661,Pending,417,68,
326,11/18/2024,63,Cancelled,439,60,
327,12/21/2024,402,Delivered,71,58,
328,9/28/2024,526,Delivered,308,89,
329,3/9/2024,530,Cancelled,313,57,
330,10/21/2024,630,Delivered,88,14,
331,12/21/2024,368,Shipped,7,46,
332,1/15/2025,421,Pending,490,87,
333,11/18/2024,54,Pending,372,69,
334,10/7/2024,991,Delivered,170,38,
335,5/20/2024,458,Shipped,16,4,
336,2/5/2025,312,Cancelled,379,66,
337,1/10/2025,454,Delivered,469,80,
338,9/19/2024,273,Pending,356,15,
339,6/7/2024,23,Shipped,51,51,
340,12/1/2024,854,Shipped,465,100,
341,5/9/2024,814,Cancelled,480,77,
342,3/7/2024,928,Shipped,48,69,
343,11/18/2024,697,Delivered,172,10,
344,12/12/2024,279,Cancelled,150,16,
345,6/2/2024,902,Shipped,167,44,
346,1/20/2025,88,Delivered,266,46,
347,12/5/2024,346,Shipped,377,29,
348,7/31/2024,133,Cancelled,276,15,
349,1/31/2025,81,Shipped,346,93,
350,4/12/2024,894,Shipped,158,94,
351,10/12/2024,272,Cancelled,208,93,
352,12/8/2024,559,Cancelled,465,56,
353,2/14/2024,503,Cancelled,31,93,
354,8/13/2024,151,Delivered,453,64,
355,11/30/2024,295,Cancelled,213,99,
356,1/8/2025,991,Cancelled,436,54,
357,5/13/2024,48,Delivered,340,38,
358,9/16/2024,789,Pending,279,59,
359,2/18/2024,72,Shipped,319,53,
360,3/31/2024,676,Delivered,437,79,
361,9/20/2024,821,Shipped,44,72,
362,5/25/2024,188,Shipped,123,26,
363,9/25/2024,273,Shipped,105,16,
364,8/31/2024,463,Cancelled,125,93,
365,3/18/2024,203,Cancelled,222,45,
366,7/21/2024,996,Cancelled,386,28,
367,12/13/2024,340,Delivered,87,93,
368,9/4/2024,608,Cancelled,432,20,
369,7/6/2024,578,Shipped,408,92,
370,5/29/2024,539,Pending,296,56,
371,9/11/2024,388,Cancelled,170,62,
372,1/27/2025,621,Cancelled,6,12,
373,4/13/2024,445,Shipped,472,24,
374,3/16/2024,991,Pending,337,9,
375,5/27/2024,122,Delivered,71,57,
376,2/21/2024,322,Delivered,296,31,
377,11/23/2024,529,Shipped,180,55,
378,6/21/2024,888,Shipped,484,67,
379,12/31/2024,161,Cancelled,464,44,
380,8/21/2024,61,Cancelled,224,72,
381,8/9/2024,240,Delivered,249,37,
382,2/8/2025,107,Cancelled,38,72,
383,1/5/2025,188,Shipped,420,85,
384,3/31/2024,339,Cancelled,49,43,
385,1/30/2025,328,Shipped,255,78,
386,10/1/2024,472,Pending,26,78,
387,4/29/2024,492,Shipped,269,80,
388,8/5/2024,482,Pending,444,84,
389,1/31/2025,923,Cancelled,460,40,
390,10/12/2024,478,Shipped,264,34,
391,11/11/2024,488,Shipped,45,12,
392,10/29/2024,661,Cancelled,8,24,
393,1/7/2025,711,Cancelled,273,19,
394,8/7/2024,500,Pending,313,23,
395,11/26/2024,758,Cancelled,94,90,
396,6/6/2024,276,Pending,107,65,
397,4/4/2024,605,Delivered,344,19,
398,2/19/2024,109,Pending,171,41,
399,3/5/2024,527,Cancelled,198,60,
400,11/14/2024,840,Delivered,450,9,
401,10/2/2024,409,Pending,108,11,
402,6/26/2024,369,Cancelled,264,44,
403,2/16/2024,661,Cancelled,8,46,
404,2/15/2024,129,Pending,334,22,
405,1/3/2025,685,Delivered,361,82,
406,8/3/2024,457,Cancelled,65,66,
407,9/21/2024,823,Shipped,376,29,
408,7/5/2024,954,Pending,290,42,
409,1/27/2025,627,Pending,280,16,
410,5/19/2024,742,Shipped,276,95,
411,10/3/2024,349,Delivered,387,7,
412,6/15/2024,339,Cancelled,379,44,
413,1/12/2025,477,Pending,68,79,
414,12/24/2024,262,Cancelled,336,77,
415,10/29/2024,793,Pending,177,60,
416,6/11/2024,127,Delivered,146,55,
417,11/26/2024,879,Shipped,45,71,
418,9/16/2024,626,Cancelled,26,61,
419,1/1/2025,857,Shipped,49,57,
420,11/1/2024,237,Cancelled,312,3,
421,1/15/2025,700,Cancelled,8,7,
422,11/22/2024,483,Delivered,58,91,
423,7/28/2024,467,Delivered,445,90,
424,6/23/2024,752,Cancelled,404,51,
425,7/19/2024,52,Shipped,357,56,
426,1/26/2025,699,Pending,462,83,
427,5/28/2024,491,Cancelled,253,30,
428,6/30/2024,61,Delivered,53,100,
429,7/29/2024,630,Shipped,175,74,
430,10/31/2024,738,Pending,59,94,
431,3/16/2024,822,Delivered,419,33,
432,3/23/2024,536,Delivered,377,55,
433,11/13/2024,433,Delivered,370,74,
434,9/23/2024,891,Delivered,410,61,
435,8/17/2024,882,Pending,251,97,
436,2/22/2024,737,Delivered,291,56,
437,12/11/2024,964,Delivered,191,71,
438,5/6/2024,471,Cancelled,49,12,
439,5/3/2024,281,Delivered,461,73,
440,9/6/2024,142,Shipped,290,30,
441,1/24/2025,285,Delivered,183,50,
442,5/14/2024,436,Shipped,219,89,
443,10/27/2024,981,Shipped,178,94,
444,7/24/2024,679,Delivered,443,50,
445,4/8/2024,616,Cancelled,60,40,
446,8/20/2024,959,Cancelled,389,70,
447,8/11/2024,222,Cancelled,354,39,
448,2/21/2024,886,Cancelled,88,69,
449,3/27/2024,362,Shipped,43,48,
450,4/11/2024,17,Pending,313,8,
451,9/9/2024,403,Cancelled,113,87,
452,7/7/2024,236,Pending,189,49,
453,3/6/2024,747,Cancelled,100,28,
454,5/12/2024,684,Delivered,26,27,
455,6/15/2024,761,Pending,408,27,
456,7/17/2024,248,Cancelled,402,77,
457,10/3/2024,974,Shipped,175,27,
458,4/26/2024,672,Shipped,346,98,
459,4/18/2024,628,Delivered,48,43,
460,4/13/2024,626,Shipped,461,19,
461,7/11/2024,119,Delivered,319,44,
462,3/22/2024,913,Shipped,138,75,
463,7/24/2024,144,Shipped,155,59,
464,12/7/2024,849,Delivered,214,52,
465,9/6/2024,480,Delivered,59,29,
466,10/27/2024,963,Cancelled,8,1,
467,3/26/2024,489,Delivered,322,49,
468,11/20/2024,839,Delivered,358,42,
469,4/21/2024,368,Delivered,121,47,
470,1/17/2025,519,Pending,378,33,
471,12/31/2024,305,Shipped,174,57,
472,12/3/2024,475,Delivered,134,21,
473,6/16/2024,511,Pending,196,55,
474,11/12/2024,967,Pending,298,45,
475,11/25/2024,71,Shipped,90,11,
476,1/3/2025,827,Cancelled,70,91,
477,9/4/2024,420,Shipped,334,10,
478,7/12/2024,847,Shipped,189,49,
479,3/27/2024,104,Pending,37,56,
480,6/29/2024,759,Cancelled,453,79,
481,6/2/2024,566,Pending,268,46,
482,4/19/2024,391,Cancelled,350,33,
483,12/18/2024,776,Cancelled,498,55,
484,8/9/2024,557,Pending,47,27,
485,2/26/2024,703,Delivered,407,51,
486,12/24/2024,947,Pending,288,27,
487,10/25/2024,42,Cancelled,145,49,
488,6/12/2024,68,Pending,396,49,
489,3/18/2024,822,Delivered,217,67,
490,7/24/2024,977,Delivered,41,19,
491,6/19/2024,429,Shipped,234,76,
492,5/23/2024,393,Shipped,290,25,
493,9/23/2024,247,Cancelled,3,73,
494,7/24/2024,277,Delivered,416,61,
495,7/12/2024,410,Shipped,406,18,
496,6/11/2024,835,Cancelled,302,71,
497,4/25/2024,505,Shipped,459,60,
498,4/30/2024,112,Delivered,382,25,
499,10/2/2024,695,Delivered,331,14,
500,11/21/2024,819,Shipped,91,27,
501,5/6/2024,839,Cancelled,344,76,
502,11/20/2024,839,Shipped,460,49,
503,9/14/2024,239,Shipped,39,33,
504,3/16/2024,527,Pending,353,37,
505,8/11/2024,425,Cancelled,209,62,
506,12/2/2024,218,Pending,96,14,
507,9/11/2024,408,Delivered,37,93,
508,8/15/2024,349,Pending,135,68,
509,3/29/2024,326,Shipped,388,88,
510,7/24/2024,678,Pending,167,38,
511,11/12/2024,956,Cancelled,151,55,
512,12/25/2024,119,Shipped,363,40,
513,9/11/2024,887,Cancelled,9,43,
514,8/8/2024,745,Shipped,481,78,
515,12/29/2024,406,Delivered,266,46,
516,11/28/2024,945,Cancelled,84,6,
517,6/25/2024,506,Cancelled,238,24,
518,5/24/2024,216,Delivered,296,29,
519,4/28/2024,632,Pending,11,99,
520,12/18/2024,66,Pending,424,21,
521,1/19/2025,143,Cancelled,222,65,
522,2/5/2025,196,Delivered,468,89,
523,8/14/2024,61,Cancelled,218,4,
524,4/24/2024,561,Shipped,340,51,
525,9/12/2024,239,Delivered,420,62,
526,8/3/2024,609,Delivered,42,20,
527,1/14/2025,32,Delivered,450,33,
528,7/2/2024,321,Pending,219,96,
529,12/25/2024,32,Shipped,198,25,
530,3/20/2024,152,Delivered,34,92,
531,5/22/2024,859,Delivered,43,81,
532,2/14/2024,176,Cancelled,342,48,
533,7/8/2024,572,Cancelled,118,61,
534,12/10/2024,97,Shipped,423,38,
535,8/27/2024,652,Cancelled,260,45,
536,7/26/2024,6,Pending,72,70,
537,7/21/2024,980,Cancelled,77,84,
538,1/8/2025,497,Cancelled,194,79,
539,11/22/2024,895,Delivered,113,86,
540,6/29/2024,111,Delivered,163,54,
541,10/20/2024,417,Shipped,218,95,
542,9/22/2024,653,Pending,276,98,
543,4/14/2024,865,Cancelled,491,94,
544,10/12/2024,364,Cancelled,239,60,
545,7/19/2024,375,Shipped,74,38,
546,5/12/2024,215,Delivered,69,77,
547,6/8/2024,7,Pending,412,27,
548,8/21/2024,483,Cancelled,201,93,
549,12/17/2024,419,Shipped,17,8,
550,10/4/2024,606,Delivered,448,95,
551,1/12/2025,282,Pending,351,2,
552,11/27/2024,334,Shipped,13,86,
553,12/20/2024,680,Cancelled,262,25,
554,12/1/2024,451,Shipped,402,76,
555,5/3/2024,729,Pending,128,90,
556,1/10/2025,940,Cancelled,11,59,
557,11/6/2024,269,Pending,8,60,
558,6/18/2024,129,Cancelled,260,1,
559,10/9/2024,626,Pending,378,73,
560,10/4/2024,738,Pending,184,74,
561,9/30/2024,430,Pending,69,12,
562,5/25/2024,846,Cancelled,322,100,
563,4/22/2024,85,Cancelled,17,64,
564,5/14/2024,77,Delivered,494,72,
565,4/20/2024,37,Delivered,426,65,
566,11/14/2024,46,Cancelled,98,89,
567,12/3/2024,71,Shipped,390,66,
568,9/8/2024,903,Pending,463,87,
569,10/27/2024,529,Shipped,171,70,
570,1/28/2025,703,Cancelled,480,64,
571,7/7/2024,282,Shipped,265,23,
572,4/3/2024,827,Cancelled,488,78,
573,3/12/2024,342,Pending,289,47,
574,4/21/2024,746,Pending,33,72,
575,12/22/2024,745,Delivered,320,10,
576,11/10/2024,818,Shipped,357,26,
577,4/16/2024,366,Delivered,296,19,
578,6/29/2024,364,Delivered,276,16,
579,9/23/2024,660,Shipped,12,32,
580,12/4/2024,469,Shipped,314,75,
581,9/19/2024,872,Shipped,363,33,
582,9/27/2024,701,Delivered,339,50,
583,12/16/2024,382,Shipped,78,15,
584,11/2/2024,745,Pending,135,87,
585,4/25/2024,577,Shipped,102,60,
586,11/7/2024,357,Shipped,148,75,
587,8/17/2024,706,Shipped,81,80,
588,9/10/2024,784,Shipped,496,90,
589,3/28/2024,909,Delivered,61,21,
590,12/31/2024,716,Cancelled,195,99,
591,10/4/2024,867,Pending,471,41,
592,8/11/2024,490,Pending,97,91,
593,3/25/2024,804,Cancelled,401,52,
594,12/20/2024,767,Shipped,295,62,
595,3/3/2024,444,Delivered,407,40,
596,7/12/2024,53,Shipped,365,65,
597,6/21/2024,157,Delivered,286,72,
598,8/27/2024,84,Delivered,345,56,
599,7/15/2024,489,Cancelled,45,72,
600,4/13/2024,199,Cancelled,261,15,
601,4/21/2024,424,Delivered,370,68,
602,10/3/2024,513,Delivered,207,31,
603,1/4/2025,856,Cancelled,308,69,
604,12/10/2024,618,Delivered,395,44,
605,5/14/2024,191,Shipped,314,51,
606,12/30/2024,609,Delivered,274,19,
607,11/1/2024,918,Shipped,258,8,
608,7/31/2024,862,Shipped,255,21,
609,11/20/2024,290,Shipped,295,67,
610,3/20/2024,88,Pending,50,77,
611,2/13/2024,400,Delivered,86,10,
612,12/18/2024,117,Pending,456,9,
613,8/12/2024,31,Delivered,87,14,
614,5/20/2024,87,Cancelled,473,42,
615,2/4/2025,487,Cancelled,249,92,
616,4/20/2024,121,Pending,214,81,
617,5/14/2024,932,Shipped,292,13,
618,3/8/2024,986,Delivered,445,50,
619,4/14/2024,672,Pending,348,87,
620,12/27/2024,244,Delivered,393,9,
621,4/3/2024,216,Delivered,33,56,
622,9/21/2024,370,Shipped,432,8,
623,5/23/2024,352,Shipped,496,20,
624,1/19/2025,357,Cancelled,339,93,
625,12/25/2024,444,Shipped,205,69,
626,11/26/2024,477,Pending,163,79,
627,1/2/2025,553,Shipped,470,57,
628,4/5/2024,269,Shipped,497,97,
629,7/27/2024,596,Cancelled,240,44,
630,3/14/2024,594,Pending,113,57,
631,12/16/2024,640,Delivered,4,84,
632,6/5/2024,975,Delivered,432,94,
633,2/16/2024,938,Cancelled,442,71,
634,5/5/2024,469,Cancelled,407,32,
635,5/24/2024,860,Delivered,233,15,
636,8/4/2024,837,Pending,119,67,
637,12/8/2024,974,Delivered,458,10,
638,3/27/2024,793,Shipped,235,11,
639,9/11/2024,511,Shipped,149,20,
640,9/8/2024,907,Pending,31,83,
641,12/7/2024,769,Pending,288,43,
642,5/17/2024,924,Delivered,455,36,
643,8/19/2024,245,Delivered,352,54,
644,6/21/2024,929,Delivered,328,42,
645,1/22/2025,97,Cancelled,11,78,
646,2/14/2024,47,Cancelled,378,79,
647,11/12/2024,868,Delivered,74,24,
648,9/3/2024,107,Delivered,212,85,
649,7/21/2024,612,Cancelled,499,94,
650,11/6/2024,507,Delivered,239,70,
651,8/15/2024,822,Pending,257,7,
652,2/21/2024,804,Delivered,278,15,
653,8/5/2024,61,Delivered,241,27,
654,7/17/2024,834,Pending,183,63,
655,2/4/2025,623,Delivered,83,34,
656,6/20/2024,707,Cancelled,263,56,
657,4/26/2024,685,Shipped,268,13,
658,6/13/2024,504,Delivered,307,64,
659,12/27/2024,285,Shipped,173,33,
660,5/1/2024,60,Cancelled,84,53,
661,3/29/2024,635,Shipped,155,53,
662,7/21/2024,949,Delivered,25,70,
663,5/5/2024,62,Shipped,415,66,
