product_id,product_name,price,cogs,category_id,seller_id
107,Face Cream,239.69,463.66,5,53
108,Bluetooth Speaker,914.25,477.19,1,97
109,Sanitizer,961.8,215.04,10,9
110,Action Figure,773.56,188.49,7,61
111,Yoga Mat,964.01,434.4,6,30
112,Dashboard Camera,21.81,179.65,8,74
113,Headphones,493.23,25.85,1,84
114,Bluetooth Speaker,498.11,268.76,1,36
115,Cookbook,248.86,455.45,3,29
116,Car Vacuum,68.88,294.95,8,3
117,Yoga Mat,868.72,61.27,6,33
118,Car Vacuum,790.27,337.41,8,29
119,Coffee Beans,299.5,147.63,9,12
120,Mystery Thriller,917.41,282.8,3,4
121,Blender,152.39,301.2,4,61
122,Remote Car,207.45,18.03,7,84
123,Vitamin C,62.29,60.85,10,55
124,Sweater,548.05,203.77,2,81
125,Smartwatch,46.22,490.13,1,42
126,Football,642.61,146.78,6,6
127,Sanitizer,620.1,42.74,10,73
128,T-Shirt,212.45,475.55,2,72
129,Yoga Mat,292.15,75.86,6,2
130,Mystery Thriller,99.68,34.15,3,65
131,Jeans,542.7,296.32,2,37
132,Shampoo,446.96,479.15,5,16
133,Bluetooth Speaker,609.36,283.27,1,10
134,Toilet Paper,980.58,277.92,10,46
135,Headphones,568.82,172.22,1,71
136,Air Fryer,978.7,237.81,4,91
137,Vacuum Cleaner,138.34,483.49,4,13
138,Car Cover,897.24,313.78,8,100
139,Tire Inflator,842.22,284.5,8,76
140,Cookbook,606.84,457.67,3,87
141,Laundry Detergent,237.17,487.02,10,28
142,Science Textbook,331.68,53.88,3,53
143,Vitamin C,421.5,291.9,10,45
144,Shampoo,589.79,66.38,5,84
145,Sweater,47.62,96.42,2,29
146,Dumbbells,549.06,403.81,6,31
147,Dashboard Camera,254.15,105.52,8,36
148,Perfume,193.35,42.48,5,6
149,T-Shirt,821.68,6.57,2,7
150,Smartphone,727.43,499.08,1,73
151,Action Figure,253.69,157.39,7,31
152,Cookbook,763.78,414.09,3,54
153,Bluetooth Speaker,168.05,300.35,1,86
154,Toilet Paper,98.21,415.38,10,39
155,Coffee Beans,483.7,199.12,9,24
156,Bicycle,221.94,483.99,6,59
157,Pain Reliever,897.93,364.07,10,65
158,Toaster,723.55,426.76,4,29
159,Shampoo,466.81,376.12,5,44
160,Board Game,619.37,404.27,7,1
161,T-Shirt,572.86,401.92,2,51
162,Laundry Detergent,278.35,20.61,10,74
163,Snacks,741.77,428.57,9,90
164,Bicycle,633.94,490.69,6,30
165,Face Cream,170.93,109.27,5,14
166,Vitamin C,208.24,100.63,10,14
167,Board Game,420.91,213.23,7,91
168,Face Cream,843.98,466.13,5,88
169,Board Game,221.8,169.07,7,83
170,Bluetooth Speaker,837.66,248.82,1,70
171,Smartwatch,252.75,475.16,1,44
172,Laptop,282.38,255.19,1,53
173,Vitamin C,842.44,157.54,10,77
174,Vitamin C,719.45,399.88,10,100
175,T-Shirt,236.65,369.11,2,88
176,Football,504.08,211.37,6,100
177,Tennis Racket,308.34,343.69,6,31
178,Car Vacuum,535.35,400.85,8,4
179,Snacks,429.61,177.62,9,23
180,Shampoo,753.93,147.38,5,76
181,Nail Polish,668.84,387.78,5,58
182,Coffee Beans,785.74,256.79,9,19
183,Coffee Maker,298.08,183.29,4,4
184,Science Textbook,355.69,189.51,3,98
185,Yoga Mat,897.08,483.38,6,2
186,Laptop,13.72,253.79,1,76
187,Self-Help Book,761.79,174.39,3,24
188,Coffee Beans,180.05,360.08,9,100
189,Smartphone,943.76,275.71,1,75
190,Self-Help Book,769.05,224.18,3,76
191,Vacuum Cleaner,354.6,305.21,4,31
192,Sweater,549.39,494.34,2,14
193,Jeans,488.96,9.86,2,16
194,Smartwatch,363.63,457.06,1,96
195,Self-Help Book,22.59,360.73,3,70
196,Pasta,521.35,313.8,9,31
197,Perfume,158.46,150.98,5,38
198,Vacuum Cleaner,267.06,253.63,4,75
199,Nail Polish,942.21,201.47,5,97
200,Olive Oil,994.27,185.91,9,31
201,Snacks,210.9,421.57,9,40
202,LEGO Set,79.64,159.54,7,20
203,Football,718.59,36.2,6,64
204,Nail Polish,843.64,497.99,5,85
205,Headphones,421.11,24.35,1,95
206,Yoga Mat,443.74,383.17,6,5
207,Headphones,584.94,71.07,1,56
208,Yoga Mat,28.48,65.33,6,22
209,Blender,700.73,99.87,4,50
210,Bicycle,12.85,296.84,6,23
211,Headphones,352.98,397.14,1,100
212,Jeans,237.86,202.38,2,74
213,Bicycle,759.97,84.5,6,14
214,T-Shirt,502.98,420.12,2,12
215,Tennis Racket,643.15,96.55,6,67
216,GPS Navigator,432.55,219.18,8,85
217,Coffee Maker,412.58,24.25,4,34
218,Blender,324.44,74.85,4,47
219,Cereal,645.26,410.64,9,57
220,Fiction Novel,67.52,376.43,3,87
221,Remote Car,153.7,303.12,7,23
222,Laundry Detergent,848.42,425.6,10,19
223,Sweater,263.63,474.96,2,60
224,Vitamin C,522.27,406.6,10,21
225,GPS Navigator,341.27,420.96,8,80
226,Olive Oil,281.76,177.46,9,6
227,Mystery Thriller,305.25,129.2,3,7
228,Sanitizer,674.17,102.67,10,71
229,Coffee Maker,232.9,151.61,4,71
230,Remote Car,943.42,499.21,7,97
231,Headphones,81.58,477.58,1,88
232,Yoga Mat,922.76,433.93,6,62
233,Bluetooth Speaker,865.09,405.49,1,30
234,Football,644.16,165.79,6,22
235,Remote Car,198.04,420.39,7,64
236,LEGO Set,270.23,173.02,7,9
237,Action Figure,365.11,298.88,7,98
238,Sanitizer,179.2,20.56,10,54
239,Action Figure,705.2,12.34,7,27
240,Pain Reliever,443.86,197.22,10,97
241,Car Cover,267.32,262.49,8,75
242,Dollhouse,510.32,375.7,7,5
243,Blender,888.88,43.79,4,74
244,Vacuum Cleaner,247.59,315.66,4,21
245,LEGO Set,542.55,61.77,7,51
246,Football,366,208.6,6,54
247,Face Cream,180.25,151.05,5,72
248,Lipstick,216.71,191.6,5,26
249,Headphones,466.81,218.84,1,15
250,Laptop,672.47,208.25,1,48
251,Lipstick,407.93,146.38,5,70
252,Nail Polish,228.24,131.08,5,28
253,Cereal,107.09,386.25,9,5
254,Vitamin C,827.98,199.24,10,75
255,Vacuum Cleaner,574.41,240.92,4,1
256,Football,141.05,204.07,6,93
257,Pain Reliever,70.5,466.28,10,2
258,Cereal,213.65,491.41,9,79
259,Sanitizer,321.8,313.84,10,73
260,Laptop,405.66,365.56,1,14
261,Pain Reliever,272.27,424.77,10,33
262,Jeans,897.48,20.82,2,17
263,Self-Help Book,838.04,124.57,3,5
264,Vitamin C,504.53,55.49,10,72
265,Board Game,493.67,407.63,7,90
266,Bicycle,540.79,168.96,6,21
267,Air Fryer,732.71,294.98,4,35
268,Smartphone,936.99,144.02,1,90
269,Cereal,116.94,406.43,9,92
270,Vitamin C,577.19,191.46,10,39
271,Pasta,606.12,52.78,9,60
272,Laundry Detergent,591.05,89.56,10,12
273,Mystery Thriller,849.47,261.48,3,15
274,Coffee Beans,781.48,355.27,9,9
275,Tire Inflator,42.26,10.49,8,30
276,Dollhouse,375.26,326.58,7,1
277,T-Shirt,977.79,241.49,2,86
278,Sneakers,538.06,243.39,2,81
279,Jeans,885.57,491.73,2,9
280,Olive Oil,880.29,38.05,9,84
281,Yoga Mat,768.24,75.86,6,98
282,Toaster,575.85,466.36,4,93
283,Cereal,717.16,67.86,9,23
284,LEGO Set,459.04,196.2,7,57
285,Sweater,297.2,131.42,2,81
286,Self-Help Book,450.89,453,3,66
287,Coffee Maker,13.17,200.46,4,16
288,Dollhouse,116.18,450.18,7,42
289,Vitamin C,444.26,204.62,10,46
290,Air Fryer,459.75,314,4,86
291,Football,885.29,101.68,6,82
292,Dumbbells,491.67,147.63,6,59
293,LEGO Set,965.75,492.9,7,52
294,T-Shirt,720.24,363.04,2,15
295,Board Game,708.29,276.89,7,87
296,Jeans,837.73,100.06,2,85
297,Fiction Novel,444.89,487.54,3,10
298,Sweater,618.64,33.3,2,67
299,Laptop,100.39,403.67,1,94
300,Car Vacuum,78.03,210.61,8,5
301,Fiction Novel,628.74,356.21,3,88
302,Blender,950.15,395.39,4,42
303,Laptop,270.54,228.3,1,4
304,Tire Inflator,329.94,218.11,8,91
305,Fiction Novel,664.28,442.97,3,72
306,Tennis Racket,706.32,196.26,6,3
307,Sweater,891.91,431.05,2,74
308,Jeans,550.69,108.68,2,24
309,Tire Inflator,613.22,204.35,8,98
310,Nail Polish,44.31,321.07,5,40
311,Laundry Detergent,172.04,249.75,10,79
312,Pasta,402.75,272.38,9,22
313,Car Cover,93.66,35.13,8,61
314,Pasta,621.65,205.14,9,44
315,Headphones,835.87,173.97,1,96
316,Laundry Detergent,776.16,25.57,10,2
317,Blender,831.33,488.36,4,75
318,Laundry Detergent,246.37,9.35,10,65
319,Laptop,416.45,122.67,1,97
320,Dashboard Camera,87.12,324.97,8,31
321,Lipstick,410.54,380.46,5,44
322,Bicycle,461.37,390.63,6,64
323,Board Game,533.04,281.25,7,78
324,Car Cover,731.64,378.27,8,65
325,Laptop,262.31,466.98,1,15
326,Blender,339.25,230.62,4,32
327,Air Fryer,976.02,321.05,4,94
328,Cereal,979.64,205.51,9,68
329,Jeans,867.59,96.81,2,23
330,Mystery Thriller,115.9,445.72,3,58
331,Dumbbells,347.38,204.77,6,49
332,Vacuum Cleaner,782.04,52.97,4,55
333,T-Shirt,301.83,33.85,2,50
334,Snacks,148.18,404.69,9,27
335,Tire Inflator,613.19,392.03,8,13
336,Toaster,668.9,148.53,4,3
337,GPS Navigator,724.64,89.61,8,89
338,LEGO Set,997.78,138.54,7,23
339,Football,185.47,225.23,6,68
340,Pasta,253.5,460.47,9,9
341,Car Cover,388.6,55.14,8,25
342,Jeans,656.42,336.11,2,64
343,Football,921.2,227.61,6,41
344,Car Vacuum,598.08,79.69,8,64
345,Sneakers,481.59,324.81,2,96
346,Blender,300.38,176.74,4,21
347,Smartwatch,737.32,235.23,1,4
348,Bicycle,573.66,216.48,6,65
349,Tire Inflator,702.52,93.14,8,43
350,Sneakers,700.61,258.1,2,94
351,Pasta,935.61,315.14,9,46
352,Football,474.77,256.63,6,20
353,Pasta,122.66,151.43,9,93
354,Face Cream,488.23,29.53,5,54
355,Pain Reliever,503.27,242.36,10,63
356,Car Vacuum,95.5,496.88,8,6
357,Nail Polish,45.26,469.01,5,30
358,Perfume,985.44,291.82,5,1
359,Tennis Racket,339.78,46.3,6,52
360,Cereal,435.57,18.97,9,55
361,Coffee Maker,567.61,333.98,4,4
362,Coffee Beans,915.48,69.2,9,4
363,Toilet Paper,59.04,170.44,10,66
364,Laundry Detergent,337.11,276.08,10,39
365,Shampoo,35.28,318.79,5,21
366,Sweater,952.32,44.47,2,18
367,Science Textbook,616.71,350.5,3,93
368,Laundry Detergent,69.05,412.37,10,6
369,Self-Help Book,250.25,82.49,3,82
370,Sweater,389.77,182.39,2,11
371,Board Game,551,397.92,7,92
372,T-Shirt,454.38,376.98,2,63
373,Coffee Beans,713.63,454.94,9,31
374,Remote Car,630.92,357.82,7,25
375,GPS Navigator,784.44,186.73,8,35
376,Air Fryer,618.21,394.91,4,43
377,Fiction Novel,172.88,417.07,3,60
378,Face Cream,206.98,148.48,5,49
379,Vitamin C,585.87,127.92,10,5
380,Jeans,246.8,417.57,2,43
381,Action Figure,330.48,202.84,7,34
382,Shampoo,499.63,34.28,5,59
383,Mystery Thriller,57.48,93.8,3,21
384,Toaster,976.96,141.91,4,89
385,Sanitizer,884.46,51.8,10,53
386,Tire Inflator,862.71,159.01,8,18
387,Vitamin C,577.93,480.64,10,47
388,Sanitizer,46.43,457.45,10,60
389,Air Fryer,151.39,186.38,4,41
390,Coffee Maker,441.6,27.65,4,85
391,Car Cover,71.1,301.36,8,3
392,Tennis Racket,67.8,107.7,6,16
393,T-Shirt,550.05,30.54,2,2
394,Blender,671.6,284.48,4,48
395,Coffee Maker,798.7,345.8,4,72
396,Mystery Thriller,470.37,250.88,3,84
397,Laptop,488.02,296.08,1,38
398,Action Figure,568.11,497.43,7,4
399,Fiction Novel,782.07,230.47,3,59
400,Yoga Mat,335.41,314.33,6,25
401,Dumbbells,390.83,439.68,6,61
402,Face Cream,763.34,141.83,5,3
403,Olive Oil,556.76,466.96,9,32
404,Pain Reliever,998.69,188.11,10,4
405,Perfume,370,242.32,5,5
406,Pasta,148.8,457.62,9,85
407,Jacket,976.68,448.83,2,16
408,Dollhouse,820.24,56.94,7,78
409,Smartwatch,616.31,476.06,1,48
410,Jacket,757.43,249.66,2,68
411,Perfume,954.23,138.12,5,90
412,Sneakers,223.26,499.87,2,8
413,LEGO Set,239.19,101.98,7,16
414,Jacket,649.53,447.8,2,50
415,Jeans,800.41,469.32,2,70
416,Fiction Novel,41.93,25.86,3,98
417,Remote Car,881.73,344.56,7,24
418,Cereal,738.26,31.84,9,55
419,Snacks,62.24,451.34,9,12
420,Coffee Beans,432.85,477.31,9,2
421,Blender,946.62,79.19,4,68
422,Pasta,879.35,231.1,9,92
423,Shampoo,830.3,124.24,5,22
424,Vacuum Cleaner,89.45,103.21,4,40
425,Olive Oil,214.1,14.2,9,39
426,Toilet Paper,562.3,71.46,10,49
427,Sneakers,942.08,485.07,2,91
428,Dollhouse,277.33,447.46,7,28
429,Blender,148.07,181.27,4,62
430,Dumbbells,520.53,432.05,6,58
431,Laundry Detergent,113.04,71.27,10,65
432,Perfume,124.24,313.64,5,13
433,Blender,892.31,469.21,4,76
434,Fiction Novel,338.24,411.99,3,33
435,Vitamin C,109.5,28.97,10,20
436,Nail Polish,246.44,90.53,5,73
437,Sneakers,55.65,302.32,2,39
438,Headphones,458.63,156.18,1,100
439,Nail Polish,61.28,272.28,5,26
440,Dollhouse,61.34,440.05,7,55
441,Remote Car,473.05,469.02,7,64
442,Yoga Mat,798.17,259.8,6,83
443,Dashboard Camera,172.28,301.94,8,14
444,Sneakers,798.77,216.74,2,88
445,Dumbbells,207.22,218.16,6,61
446,Sweater,803.41,203.43,2,87
447,Bicycle,509.56,451.64,6,40
448,Toaster,545.88,25.07,4,20
449,Smartphone,391.99,298.86,1,69
450,Dumbbells,571.71,389.58,6,72
451,Sanitizer,44.37,272.97,10,75
452,Yoga Mat,264.84,142.2,6,63
453,Bluetooth Speaker,622.83,220.67,1,39
454,Shampoo,990.3,92.43,5,47
455,Smartphone,173.56,375.19,1,74
456,Laundry Detergent,970.92,394.02,10,85
457,Cookbook,540.16,389.43,3,38
458,Sweater,257.51,373.82,2,31
459,Air Fryer,340.07,17.24,4,93
460,Self-Help Book,225.06,484.71,3,2
461,GPS Navigator,836.48,63.06,8,49
462,Olive Oil,263.73,414.62,9,47
463,Coffee Beans,538.92,228.22,9,42
464,Nail Polish,625,134.75,5,65
465,Cereal,848.55,492.58,9,51
466,Vacuum Cleaner,652.71,146.75,4,64
467,Pasta,471.46,443.27,9,1
468,Cookbook,66.54,253.15,3,12
469,Sneakers,523.81,429.56,2,55
470,Pain Reliever,568.26,38.97,10,9
471,Air Fryer,124.04,439.47,4,43
472,Toilet Paper,105.23,185.35,10,8
473,Vacuum Cleaner,355.2,369.06,4,68
474,Cookbook,679.82,425.1,3,16
475,Toaster,887.32,54.21,4,13
476,Jacket,49.2,128.52,2,47
477,Sweater,614.64,87.02,2,17
478,Snacks,483,300.35,9,1
479,Olive Oil,181.26,106.44,9,57
480,Board Game,264.07,204.8,7,79
481,Dashboard Camera,918.76,467.02,8,81
482,Cookbook,562.65,428.01,3,34
483,Jeans,925.47,22.46,2,69
484,Board Game,55.88,408.37,7,46
485,Self-Help Book,412.45,68.9,3,31
486,Sneakers,52.6,220.43,2,71
487,Jeans,772.63,101.12,2,64
488,Pain Reliever,89.86,239.11,10,23
489,Board Game,903.21,105.38,7,71
490,Tennis Racket,426.86,338.68,6,82
491,Dollhouse,776.66,113.97,7,1
492,Olive Oil,931.59,199.48,9,64
493,Bluetooth Speaker,253.27,311.23,1,52
494,Pain Reliever,756.22,339.13,10,80
495,Vacuum Cleaner,515.15,332.86,4,32
496,Smartphone,172.13,288.64,1,100
497,Board Game,47.17,53.3,7,52
498,Face Cream,818.37,141.94,5,15
499,Car Cover,246.83,335.04,8,79
500,Tire Inflator,498.5,228.06,8,75
