order_item_id,order_id,product_id,quantity,price_per_unit,total_price
93,1113,235,5,96.15,2392.18
94,1821,463,2,827.62,1427.09
95,1760,497,2,581.64,657.94
96,1228,459,4,684.6,3255.66
97,1788,280,4,131.1,4506.12
98,54,349,1,237.89,317.23
99,1271,330,3,275.88,259.04
100,1681,65,3,466.28,1183.26
101,1589,275,1,576.07,3293.41
102,1309,331,1,622.59,1055.39
103,1710,271,1,339.35,2529.21
104,1832,367,1,969.3,4000.91
105,1305,72,2,203.14,198.09
106,1635,40,2,267.13,4694.43
107,212,417,5,488.64,4636.66
108,1047,377,2,59.69,1038.97
109,1959,342,1,611.53,2365.53
110,1089,170,4,936.15,2507.61
111,501,455,3,820.72,341.57
112,291,324,5,568.31,875.13
113,242,74,2,277.35,2414.81
114,972,74,2,972.26,3202.4
115,1172,215,4,446.33,1097.53
116,1010,250,5,61.34,551.68
117,1096,195,2,925.57,3124.38
118,956,1,3,212.06,1046.24
119,197,23,2,387.54,1537.65
120,1503,198,3,929.62,1134.26
121,1239,38,4,788.18,3848.69
122,445,144,2,12.29,1536.42
123,927,347,4,277.41,1982.94
124,962,345,1,762.49,4262.69
125,1781,378,4,875.69,1550.9
126,202,488,2,182.87,3378.08
127,212,473,2,941.59,4164.7
128,326,319,3,911.27,3001.6
129,1883,265,4,86.07,4962.42
130,1930,148,1,611.35,2199.2
131,1022,381,4,967.93,395.08
132,433,235,1,969.61,2901.11
133,1357,314,5,215.61,2132.55
134,461,211,1,619.41,4748.11
135,1226,461,1,127.64,468.91
136,1326,131,1,933.83,2022.18
137,400,259,1,378.96,4148.85
138,934,312,5,600.02,4826.86
139,1333,468,1,287.32,4288.5
140,1316,411,2,435.29,2968
141,1177,465,5,515.24,1299.86
142,700,490,3,832.03,2421.1
143,410,257,3,431.98,2402.69
144,1056,411,1,837.54,1435.7
145,531,139,2,853.68,2780.66
146,1903,133,5,802.84,2180.92
147,1006,148,5,611.46,1011.09
148,1022,456,1,899.63,3303.69
149,1224,363,1,109.27,1666.7
150,1495,412,4,885.15,4010.33
151,89,444,3,349.05,4005.64
152,393,356,5,181.08,3392.17
153,991,388,5,625.29,134.97
154,1966,348,1,430.63,3401.7
155,744,273,2,831.58,4756.19
156,871,459,2,963.12,3631.03
157,1019,373,3,644.36,3396.91
158,610,391,4,320.9,4694.25
159,437,370,3,94.54,3462.24
160,1315,491,4,850.06,4436.19
161,1331,144,2,911.36,4862.65
162,1747,227,3,181.52,1804.95
163,851,489,4,120.66,3443.1
164,1951,361,4,615.7,417.65
165,1078,372,3,387.82,1597.01
166,1490,221,3,703.32,4971.77
167,1979,278,5,156.16,4679.3
168,1878,294,2,743.89,1699.66
169,1162,41,2,518.75,1009.25
170,944,97,4,609.37,1648.4
171,86,214,2,998.34,3862.12
172,73,303,1,771.72,4173.69
173,1439,400,4,596.02,3540.92
174,321,360,4,368.26,44.03
175,184,399,1,904.26,291.52
176,1447,192,5,243.31,3005.43
177,713,257,1,991.13,2939.25
178,1793,19,5,919.84,2104.71
179,1498,170,2,217.62,1618.37
180,811,392,5,668.3,3581.24
181,604,444,4,108.64,1196.31
182,259,145,4,502.29,4932.12
183,258,136,5,125.24,2504.38
184,1095,115,4,588.72,2170.41
185,1157,263,3,786.13,4650.14
186,1560,468,5,634.08,4559.44
187,1927,170,5,485.47,1067.87
188,1129,110,4,223.03,1099.68
189,892,10,4,846.29,1723.8
190,1599,299,1,605.41,2064.38
191,1914,60,2,785.73,3393.01
192,1013,302,1,446.06,1830.78
193,1688,90,1,487.11,1944.27
194,815,205,5,989.99,440.6
195,1897,268,3,585.46,3922.81
196,150,458,1,646.02,2733.11
197,1357,157,1,312.58,852.22
198,794,350,2,702.89,3745.06
199,600,499,5,712.47,1303.18
200,992,71,1,703.19,2703
201,131,386,2,363.57,986.42
202,1784,261,3,981.39,4692.01
203,1659,487,1,65.82,4705.76
204,1100,252,2,922.04,986.29
205,320,159,5,508.25,3948.69
206,1763,293,3,824.56,226.93
207,235,288,1,825.5,2548.24
208,471,332,1,623.93,4469.18
209,1191,456,2,747.83,623.13
210,1181,458,4,120.47,4683.08
211,776,422,2,367.78,1098.25
212,1381,472,5,250.9,3871.5
213,1130,421,4,583.62,1932.36
214,282,400,1,704.86,2588.69
215,1163,474,3,451.33,3059.48
216,345,235,5,755.21,4362.78
217,928,121,4,482.13,3450.18
218,1554,49,2,377.29,3420.78
219,177,400,1,129.8,72.43
220,1058,67,3,555.35,3913.92
221,561,402,2,438.13,3398.38
222,737,329,2,530.33,1342.31
223,614,78,4,740.74,4355.43
224,1955,235,2,723.78,1360.15
225,1402,299,3,447.45,4952.83
226,621,405,2,530.1,3969.64
227,1192,323,2,685.47,1720.3
228,1803,250,5,906.34,3502.16
229,320,423,1,50.87,1170.04
230,903,404,4,113.85,4725.53
231,1154,149,1,100.43,1793.83
232,689,486,5,316.1,4861.83
233,359,77,2,912.49,1440.47
234,531,160,3,135.64,163.39
235,1275,369,1,258.23,2565.58
236,931,83,2,180.73,1544.09
237,1702,88,1,886.46,3280
238,617,121,4,858.8,675.22
239,671,12,4,660.12,3973.4
240,1935,8,2,661.49,2696.2
241,1762,5,3,871.25,3731.32
242,827,139,4,194.41,4989.97
243,1895,331,3,255.68,1813.36
244,1476,94,2,956.07,2914.51
245,1417,258,4,147.6,3569.11
246,1025,489,4,995.61,4707.68
247,1067,310,3,583.51,1392.77
248,437,233,4,149.52,3382.47
249,504,335,4,959.97,675.84
250,1859,483,4,205.76,707.96
251,155,458,2,906.85,2353.03
252,709,492,1,582.66,2108.63
253,468,233,2,626.37,1360.16
254,974,365,4,55.08,2807.55
255,864,248,2,27.56,381.78
256,1071,51,5,459.15,2930.39
257,1837,333,3,49.17,3112.95
258,121,128,1,500.73,200.59
259,1268,108,4,588.49,1843.88
260,1373,395,5,719.66,45.81
261,747,356,4,450.74,3085.72
262,703,372,3,528.19,1132.59
263,1545,110,4,481.18,211.47
264,1910,109,1,236.99,2653.71
265,1254,310,3,157.89,2656.02
266,831,110,4,251.93,1818.69
267,1163,427,4,515.12,3292.81
268,733,433,5,691.6,194.08
269,1530,392,3,427.75,3328.11
270,640,166,1,385.54,4747.65
271,596,267,1,430.3,4090.36
272,676,411,5,304.4,4277.43
273,382,283,1,380.98,376.83
274,1516,41,5,638.47,4826.23
275,1602,206,3,897.14,1298.01
276,727,360,3,28.76,1435.83
277,211,496,3,466.7,1863.74
278,289,323,5,844.93,3713.91
279,893,491,2,531.36,1337.28
280,121,399,2,519.61,4132.75
281,1285,174,1,874.98,1056.82
282,1071,306,4,735.09,707.66
283,480,197,4,62.51,543.78
284,344,139,4,594.18,4809.64
285,1808,210,4,374.29,1980.64
286,845,378,3,504,3054.81
287,786,249,5,655.49,3105.53
288,1171,434,2,336.11,284.68
289,1430,400,4,240.65,194.04
290,1478,270,5,530.83,1752.8
291,921,97,4,201.7,998.27
292,133,196,1,989.71,3237.44
293,1149,213,4,255.32,3249.25
294,1565,153,3,928.09,4351.03
295,1536,31,2,425.18,598.21
296,1301,478,1,932.91,2127.15
297,520,108,2,822.78,3205.5
298,545,167,4,71.4,452.61
299,1109,454,4,768.57,966.48
300,1896,80,5,611,835.61
301,1385,313,3,204.14,2760.3
302,1173,199,4,209.75,112.62
303,1297,453,3,226.57,862.57
304,1584,335,2,779.2,1920.12
305,677,54,5,764.93,3109.31
306,1484,297,4,463.36,1272.76
307,308,305,5,612.4,857.42
308,567,257,3,996.67,559.4
309,1464,260,4,48.03,1341.41
310,914,403,4,552.05,1888.36
311,803,223,3,998.27,812.76
312,1511,190,1,179.69,2351.33
313,578,110,3,900.67,285.38
314,1306,237,1,142.21,3044.74
315,42,345,1,390.32,2901.7
316,971,78,3,404.62,3845.87
317,777,307,5,412.14,2630.26
318,613,189,4,880.94,4762.52
319,1020,428,1,158.9,2671.85
320,1,497,3,360.13,3731.12
321,1209,1,1,667.25,4559.21
322,731,261,4,512.02,4365.06
323,315,239,5,496.65,1334.29
324,1431,99,5,755.64,799.53
325,1432,383,3,406.87,747.16
326,1733,126,3,172.84,1970.21
327,151,288,2,963.83,4392.53
328,746,287,4,669.81,3930.7
329,57,332,3,403.67,1682.27
330,1838,448,1,368.64,3126.36
331,511,482,4,324.06,3472.66
332,1248,367,3,879.53,328.21
333,649,236,4,793.26,1570.48
334,360,263,1,630.44,818.34
335,687,459,1,986.96,3961.94
336,180,259,5,894.01,868.88
337,1681,218,2,680.4,4005.42
338,169,248,3,522.93,2919.48
339,585,429,1,229.43,3656.89
340,1320,295,4,82.66,3565.55
341,744,446,5,143.5,1205.69
342,63,47,2,24.72,4391.47
343,72,303,3,434.8,2458.86
344,1562,182,4,515.85,2265.07
345,1952,117,5,550.64,1992.58
346,1465,329,3,630.61,2803.4
347,1459,316,5,561.87,1263.78
348,85,299,4,269.06,123.63
349,1005,440,3,116,862.42
350,200,151,5,663.83,2104.52
351,1592,279,1,517.92,3773.39
352,1450,319,4,852.48,2418.73
353,1475,34,3,640.21,1617.24
354,151,252,2,217.72,60.18
355,336,163,1,176.14,403.35
356,638,456,1,884.21,4335.54
357,1144,203,1,60.08,4573.4
358,628,152,2,908.02,524.7
359,1438,249,4,521.47,3805.38
360,1238,370,4,503.31,1810.99
361,55,255,3,52.85,1393
362,978,223,3,518.23,3500.72
363,1141,491,1,170.04,2402.61
364,1061,434,5,362.16,3545.81
365,63,466,5,260.14,854.73
366,537,306,3,236.88,4114.61
367,894,32,5,273.64,686.02
368,1,36,3,241.83,3893.91
369,1712,470,2,373.52,2183.77
370,893,291,1,788.09,818.9
371,1911,13,3,705.54,3457.72
372,1593,424,4,655.49,2347.72
373,1921,91,1,159.82,1379.5
374,843,39,5,144.73,3755.13
375,801,396,5,563.31,469.87
376,230,241,3,958.58,2847.4
377,1214,128,5,671.91,160.92
378,685,460,3,224.54,884
379,741,496,4,217.25,4289.59
380,426,490,4,215.29,3860.03
381,1474,394,5,523.46,3251.65
382,1279,307,5,225.91,1451.17
383,314,284,2,381.4,4823.62
384,1781,293,4,941.67,3930.56
385,1272,140,3,289.75,3198.28
386,1719,195,3,507.86,1145.46
387,41,428,1,902.34,2627.56
388,1748,462,5,128.92,3346.7
389,1375,275,2,882.99,730.73
390,1231,419,5,578.24,3675.67
391,1991,3,2,865.25,1115.99
392,1135,100,4,577.33,1864.03
393,1575,490,2,800.54,2672.8
394,635,7,3,715.6,3962.42
395,241,312,3,43.65,2802.73
396,1229,266,1,255.9,2569.05
397,1890,268,3,537.22,3960.16
398,17,354,1,426.63,764.89
399,2000,102,4,126.06,3529.6
400,658,306,3,349.49,1172.31
401,354,124,4,687.1,3088.32
402,525,38,2,758.91,277.16
403,513,394,1,511.93,1834.68
404,704,428,3,325.6,1373.39
405,1397,143,4,638.73,4204.37
406,1728,311,3,489.6,136.35
407,245,84,2,502.06,996.81
408,367,232,5,986.27,529.46
409,686,164,1,865.57,4889.77
410,85,9,1,700.56,1185.42
411,1621,463,5,744.21,496.69
412,888,317,2,261.65,1576.6
413,1289,120,2,95.38,3053.13
414,736,297,2,590.12,478.47
415,590,157,2,167.33,2055.19
416,299,158,5,512.22,598.24
417,313,372,4,260.77,2030.22
418,1015,56,3,965.49,848.17
419,1039,399,1,298.31,1618.15
420,192,290,5,207.03,2137.98
421,1732,330,4,771.69,4136.3
422,860,460,2,877.51,3448.14
423,1755,323,5,699.59,2036.56
424,1980,128,5,791.21,3450.29
425,170,400,1,199.56,4417.68
426,1693,147,5,256.11,714.4
427,909,478,2,141.54,1144.13
428,1574,461,4,826.01,2464.85
429,1568,215,4,579.07,3147.98
430,1181,390,2,438.72,4704.43
431,43,56,3,535.64,794.99
432,525,283,4,818.82,2300.9
433,755,128,5,858.62,1400.9
434,262,318,2,781,3869.04
435,70,140,3,945.06,3133.94
436,71,399,1,730.97,4565.99
437,84,450,4,641.19,34.23
438,253,114,5,851.59,1095.46
439,293,199,1,928.06,2744.64
440,592,259,5,41.96,4614.2
441,249,221,2,337.59,4199.62
442,580,343,1,460.93,3902.99
443,1796,490,3,777.75,3361.17
444,1074,490,1,836.6,209.64
445,1844,345,4,529.54,452.14
446,1190,370,5,655.72,1929.78
447,1287,290,4,732.11,2996.29
448,1187,128,4,324.68,2035.45
449,1208,123,1,668.88,704.14
450,166,145,2,234.56,900.82
451,461,333,2,929.45,3669.69
452,502,195,2,308.42,2650.22
453,1776,1,1,112.07,4189.56
454,750,274,3,213.2,548.71
455,1771,47,1,27.43,1425.57
456,420,387,3,141.76,4728.17
457,1792,245,1,550.81,2216.78
458,782,341,2,352.57,76.74
459,127,308,1,541.37,83.61
460,35,240,3,244.22,4534.28
461,1094,486,2,685.23,4719.96
462,544,414,1,446.05,2307.64
463,1342,118,4,60.65,4315.79
464,1504,162,4,629.66,2871
465,1215,137,5,199.29,3599.6
466,1745,347,3,203.49,62.33
467,1079,194,4,571.65,312.17
468,83,273,4,479.03,1635.87
469,141,335,1,794.52,2636.24
470,1313,357,4,105.97,4680.49
471,542,148,5,587.52,513.15
472,497,155,5,223.33,1029.52
473,959,204,3,443.99,1703.52
474,1707,166,1,465.89,3737.59
475,1381,463,1,930.29,1379.03
476,634,22,4,708.16,3938.69
477,1110,499,5,93.02,1178.6
478,618,370,1,233.24,589.18
479,143,187,3,816.59,1521.82
480,1837,59,3,54.05,406.34
481,1812,248,4,179.14,3641.45
482,1831,33,3,733.77,1634.38
483,143,101,3,896.16,3033.07
484,1328,135,2,185.64,3232.9
485,245,482,5,42.38,4928.68
486,916,405,2,785.78,3566.42
487,62,330,1,42.37,453.29
488,78,322,2,855.47,1350.14
489,1773,182,4,79.82,186.49
490,1287,88,3,650.12,3166.25
491,615,21,5,755.09,2936.29
492,1178,246,2,380.14,2456.39
493,1175,163,1,342.87,1929.61
494,1957,94,1,44.48,2287.99
495,1806,463,1,272.5,2889.74
496,1132,196,2,953.73,4208.5
497,226,166,4,520.49,3108.47
498,281,300,4,558.39,4946.26
499,271,394,1,91.08,1994.84
500,1352,54,4,41.6,3818.93
501,941,358,5,161.64,3928.33
502,246,333,4,54.67,4227.65
503,1567,326,2,536.76,1349.14
504,1794,383,1,149.78,143.49
505,136,320,2,401.74,1987.98
506,1035,333,3,801.97,1984.09
507,1806,260,5,31.57,3146.39
508,1750,146,5,521.99,3601.06
509,666,405,4,640.78,4518.29
510,1697,456,4,120.06,3057.07
511,1042,251,2,996.65,1748.46
512,848,367,2,192.63,3774.89
513,997,418,1,993.84,3482.4
514,546,332,1,392.93,4574.61
515,669,21,5,377.23,492.63
516,1865,52,4,998.4,2408.61
517,1417,261,3,90.45,545.52
518,1475,318,2,93.04,2827.51
519,1936,201,3,277.98,4086.51
520,1034,371,4,456.14,179.42
521,1293,70,1,978.3,4464.27
522,251,492,1,119.3,2512.54
523,622,99,3,733.84,3403.02
524,699,146,3,100.05,4001.68
525,104,403,4,751.41,2941.51
526,743,205,3,759.43,634.33
527,1187,14,3,928.04,2149.8
528,1155,271,2,54.13,532.93
529,47,260,2,766.62,3272.45
530,870,435,5,600.49,2473.88
531,1816,333,2,554.87,2487.88
532,1447,482,2,826.56,4445.37
533,597,410,5,363.8,2878.65
534,642,195,3,406.47,2059.41
535,55,497,1,957.05,632.75
536,1266,457,1,197.36,1480.48
537,217,192,5,726.91,1517.44
538,45,228,5,594.93,401.89
539,360,260,1,247.18,966.36
540,1328,275,5,987.62,2506.35
541,499,274,5,987.9,489.19
542,890,400,1,702.46,2473.59
543,316,177,2,771.49,4224.97
544,1376,403,2,199.9,506.53
545,1423,142,4,273.65,4490.63
546,936,268,1,999.15,69.24
547,1149,71,5,231.98,1025.8
548,1734,39,3,149.63,4840.73
549,1820,87,2,568.56,2391.7
550,348,474,2,101.56,1951.67
551,1228,337,2,186.94,1413.51
552,397,431,3,112.81,2495.47
553,1351,79,5,493.34,2506.41
554,1508,381,5,25.45,4051.7
555,1171,48,1,225.01,2975.21
556,1739,266,2,693.78,4869.44
557,286,459,5,914.55,2651.28
558,324,209,5,37.65,1028.5
559,299,269,3,398.64,4026.72
560,693,223,3,199.92,4120.27
561,1961,259,1,662.05,2629.21
562,1324,406,4,822.62,1443.98
563,1808,32,1,142.79,99.68
564,970,399,1,654.86,4298.54
565,1984,181,1,388.9,1161.44
566,1224,6,3,313.8,1962.69
567,1030,287,2,312.42,2191.51
568,1600,92,4,95.94,4622.95
569,938,488,5,726.3,210.02
570,1377,204,5,259.15,407.75
571,1137,208,2,111.43,3447.6
572,1678,159,5,936.28,2047.26
573,186,199,1,544.13,622.1
574,765,213,4,391.15,723.98
575,1352,427,4,749.26,4499.1
576,1313,418,3,75.47,4249.22
577,1165,159,1,73.35,4212.7
578,1998,231,1,908.71,3525.31
579,838,373,5,466.4,861.6
580,890,284,3,980.16,3900.08
581,1258,276,5,333.23,3847.91
582,832,9,2,919,595.78
583,519,297,4,849.55,3763.52
584,1121,477,2,990.16,3005.93
585,1489,56,1,466.29,2519.08
586,1179,389,2,21.1,4335.63
587,465,160,3,264.84,4338.33
588,510,174,2,647.4,660.46
589,1919,198,5,543.09,1002.74
590,1834,69,1,484.11,4850.66
591,781,124,3,847.28,1690.46
592,2,350,1,633.36,1441.1
593,464,257,1,583.53,3565.59
594,961,458,5,196.98,3476.55
595,324,395,3,241.27,2117.02
596,787,381,2,214.51,1232.1
597,651,368,1,584.53,3312.94
598,1575,184,5,718.67,4008.28
599,127,96,5,689.05,1216.37
600,1514,479,3,736.58,2582.19
601,1919,187,4,84.08,465.35
602,193,90,1,418.8,1354.25
603,1085,29,4,891.31,4461.97
604,1162,164,1,184.6,4587.26
605,1741,49,4,14.79,225.6
606,782,237,2,82.9,2870.81
607,639,174,3,553.03,3324.85
608,353,495,2,718.54,2946.64
609,40,427,5,554.4,4949.61
610,1764,316,4,387.57,4844.27
611,1379,22,1,547.11,2183.8
612,798,277,4,880.49,534.7
613,1410,442,5,148.82,2206.22
614,852,376,4,174.59,4931.77
615,1679,86,4,431.91,4012.83
616,1712,121,1,780.93,4501.23
617,1496,486,1,566.96,1214.74
618,888,285,3,56.18,4876.92
619,333,329,4,538.12,570.53
620,244,395,5,777.52,364.7
621,266,86,3,532.52,4887.36
622,1495,156,4,66.3,4985.46
623,814,91,3,11.56,1160.33
624,457,53,2,800.15,1620.1
625,296,380,2,753.97,1820.05
626,363,331,4,720.59,2619.24
627,601,297,1,272.65,2161.42
628,466,282,3,569.97,197.99
629,393,83,1,343.24,4215.77
630,1549,213,1,272.42,3512.09
631,1368,140,1,166.39,904.85
632,806,95,4,162.57,1528.11
633,780,462,3,217.2,503.52
634,1818,205,2,644.19,1948.75
635,1590,412,5,354.1,2056.87
636,590,161,1,581.81,1720.54
637,711,214,2,293.51,2947.4
638,1737,275,5,242.21,544.44
639,1258,4,1,799.36,4711.27
640,1918,341,1,771.77,769.64
641,1584,171,2,177.25,4114.29
642,613,118,2,163.62,236.65
643,907,352,2,351.24,421.41
644,1015,219,5,245.53,4672.24
645,245,124,4,325.27,4061.86
646,1687,21,1,651.64,2862.57
647,1087,259,1,442.5,738.84
648,223,53,5,229.22,3462.47
649,136,384,3,162.87,4474.56
650,854,427,1,457.26,3282.42
651,1834,189,4,933.45,4051.35
652,72,357,3,839.85,4460.29
653,422,345,4,788.1,2521.03
654,504,134,5,496,2033.8
655,1030,152,2,342.78,3473.65
656,206,481,1,261.47,2189.35
657,184,372,3,588.87,4153.59
658,1197,197,1,588.31,3723.71
659,1411,412,2,670.68,1605.06
660,966,50,2,438.63,3515.37
661,454,443,1,128.07,1182.7
662,993,297,1,15.77,2194.33
663,1387,64,4,841.84,3467.25
664,281,496,5,524.44,4437.79
665,127,360,5,958.39,3902.74
666,1989,438,3,372.78,83.33
667,279,78,3,623.56,2107.88
668,99,158,3,784.95,1350.35
669,814,256,4,517.98,2344.9
670,301,47,4,329.07,2893.96
671,1193,11,3,608.77,1562.15
672,328,376,2,115.6,1760.44
673,45,138,5,65.23,789.3
674,601,305,1,323.12,1864.81
675,615,370,2,747,4983.42
676,974,413,5,706.41,2469.56
677,677,167,1,272.99,3398.4
678,557,54,4,217.5,925.19
679,1221,119,5,879.56,309.98
680,179,90,4,582.85,4027.97
681,289,52,1,514.17,3235.38
682,1351,474,3,849.28,4049.76
683,1569,384,1,526.3,169.14
684,1188,1,3,260.79,4344.08
685,713,240,2,395.11,3328.55
686,1773,371,2,743.73,874.91
687,10,164,2,678.84,4973
688,795,112,1,11.43,4089.06
689,1725,439,4,79.7,1615.58
690,755,462,2,377.36,1558.82
691,1398,282,1,520.87,4344.88
692,1605,275,1,570.19,634.71
693,1075,30,2,697.48,4726.19
694,1870,355,4,45.84,3188.34
695,70,53,5,767.46,3366.6
696,631,146,2,632.51,2907.93
697,851,221,3,370.59,1212.91
698,444,436,3,758.47,1865.25
699,1204,23,2,68.32,2428.21
700,1201,345,1,410.05,2368.41
701,485,241,2,837.13,4200.23
702,1890,171,5,963.74,63.66
703,23,186,2,340.81,2161.54
704,101,500,5,391.4,2996.36
705,1617,56,5,160.62,289
706,894,453,1,500.4,3903.2
707,458,155,4,55.53,2248.2
708,382,375,3,807.44,4126.08
709,45,382,4,664.46,3137.03
710,1520,351,4,766.02,1480.29
711,910,397,4,627.15,2688.1
712,1104,143,5,89.65,4757.3
713,1369,285,5,773.07,1861.21
714,776,414,3,442.06,805.12
715,1679,466,3,427.25,313.65
716,185,423,5,240.11,2890.14
717,1302,315,2,771.26,1914.67
718,837,341,1,198.47,1195.07
719,572,141,1,264.98,4861.51
720,204,336,3,999.42,3280.82
721,169,357,3,171.59,2417.44
722,1468,300,5,351.85,3587.1
723,1150,414,3,797.47,3955.32
724,881,427,4,63.74,4106.85
725,1944,417,1,952.92,4016.55
726,504,499,3,175.48,4074.35
727,413,461,1,613.61,528.94
728,881,352,4,504.87,66.05
729,1360,160,2,622.38,2159.65
730,1676,274,3,415.25,4344.3
731,852,364,4,92.45,4305.61
732,920,270,1,132.36,512.86
733,976,282,4,812.21,4552.51
734,1170,448,3,537.97,4981.34
735,531,412,5,211.16,2584.56
736,414,454,1,237.3,846.89
737,879,142,2,709.88,3967.22
738,1230,460,5,246.07,820.92
739,1499,495,2,338.63,2145.15
740,1151,409,4,313.81,166.05
741,100,97,2,950.1,3655.79
742,1042,30,3,934.03,4523.7
743,479,291,4,909.92,3531.47
744,578,363,5,50.7,3269.73
745,1516,274,1,708.22,2661.83
746,1757,177,4,506.88,3200.22
747,1632,135,1,526.37,1988.99
748,1690,298,2,160.61,1981.19
749,1626,147,5,255.9,4552.6
750,1932,135,4,904.62,3726.41
751,443,57,4,347.36,2940.17
752,1722,185,5,357.86,512.79
753,1529,162,3,128.86,2007.26
754,611,200,1,337.15,3007.11
755,1022,250,5,920.81,4262.35
756,1802,100,5,206.63,1906.39
757,1703,278,4,269.18,1076.39
758,22,262,1,653.22,4452.75
759,1075,364,4,190.26,449.14
760,1265,350,3,667.94,3308.69
761,555,209,5,611.33,4026.01
762,1725,71,4,806.74,254.73
763,27,213,5,546.57,1908.21
764,1660,325,4,607.14,1297.6
765,900,266,3,375.59,1683.94
766,669,350,5,852.69,2864.95
767,1208,398,3,13.76,161.41
768,439,243,4,135.98,3778.24
769,764,234,5,775.14,3430.67
770,1660,328,5,984.82,3239.64
771,704,37,1,729.26,2555.04
772,1287,222,5,486.14,830.26
773,1082,108,5,974.77,1330.51
774,20,160,3,918.42,4155.66
775,1472,179,5,430.25,4507.13
776,176,38,1,444.5,938.99
777,938,124,2,852.72,132.6
778,1030,14,5,520.56,3918.39
779,1503,99,5,192.26,4920.56
780,1145,131,4,78.16,1853.08
781,1325,374,5,378.9,3669.73
782,1916,200,3,348.95,4189.9
783,1709,355,2,854.84,399.54
784,600,11,3,769.62,2409.28
785,524,286,2,445.7,2920.31
786,991,129,2,553.38,3682.1
787,1732,90,1,944.28,3707.26
788,1230,115,2,551.58,28.88
789,427,86,2,875.57,2318.66
790,876,76,4,959.44,2791.13
791,1965,352,5,493.55,852.72
792,1213,45,1,646.3,1523.2
793,1623,277,2,212.68,2735.09
794,1371,451,4,859.08,148.37
795,1540,498,4,623.5,2326.87
796,36,492,3,444.44,2578.33
797,483,173,2,456.92,3087.07
798,106,303,3,858.09,2032.88
799,698,60,4,604.54,1819.35
800,861,35,2,285.47,4272.37
801,749,310,5,720.13,1467.19
802,711,61,4,236,687.43
803,1337,104,5,901.69,2193.58
804,24,386,4,243.87,4952.67
805,430,334,2,726.87,2749.09
806,1600,150,1,587.61,1918.57
807,344,258,4,559.49,1555.32
808,256,329,2,46.94,1604.32
809,438,301,5,451.72,2956.72
